train_mse	train_mae	val_mse	val_mae
0.0565717779099941	0.1717727184295654	2.28896164894104	0.8892584443092346
0.008769609965384	0.0646341070532798	0.1134117916226387	0.2451822757720947
0.0039135497063398	0.0395210608839988	0.037746388465166	0.1320059299468994
0.0005234573036432	0.0160704348236322	0.023831870406866	0.112027108669281
0.0035421785432845	0.0304864477366209	0.0109043652191758	0.07023885846138
0.0002683548955246	0.0114666316658258	0.0072867013514041	0.0554825440049171
0.0002044928987743	0.0100778834894299	0.0065937396138906	0.0518648065626621
0.0003931815153919	0.01249261200428	0.0068015553988516	0.0532117560505867
0.0001689722703304	0.0089861275628209	0.0061896587722003	0.0493699237704277
0.0001633843348827	0.0088335629552602	0.0059553729370236	0.0477529391646385
0.000852384022437	0.0165483839809894	0.0079944757744669	0.0597977899014949
0.0001438906765542	0.0081588681787252	0.0058259284123778	0.0472139120101928
0.0001454190496588	0.0085219908505678	0.0052866730839014	0.0454084500670433
0.0001248687913175	0.0079865781590342	0.0037613972090184	0.0383336022496223
0.0004947131965309	0.0129781328141689	0.004230129532516	0.0408354550600051
7.72516432334669e-05	0.0063276225700974	0.0029421341605484	0.034451562911272
8.552000508643687e-05	0.0065869628451764	0.0025484890211373	0.0316004641354084
8.568226621719077e-05	0.0067241797223687	0.0024434637743979	0.0306537225842475
0.0001495376927778	0.0082990890368819	0.002464534714818	0.0310510415583848
0.0001222010178025	0.007891995832324	0.0024406807497143	0.0308261290192604
0.0002166575141018	0.0102317910641431	0.0025728894397616	0.032189518213272
6.800068513257429e-05	0.0059122960083186	0.0024119003210216	0.0306763015687465
9.102834155783056e-05	0.0068299965932965	0.0023491666652262	0.0299486685544252
0.000270239310339	0.0102340653538703	0.0025887261144816	0.0323123335838317
7.654121145606041e-05	0.0062800617888569	0.0026813414879143	0.0333842858672142
8.43140878714621e-05	0.0064680385403335	0.0024320073425769	0.0309637188911438
7.259115227498114e-05	0.0061084767803549	0.0023542041890323	0.0299769584089517
9.982066694647074e-05	0.0070374021306633	0.0023535445798188	0.0299869589507579
7.720816938672215e-05	0.0063999323174357	0.0023362240754067	0.0297606717795133
0.0001213036011904	0.0076867388561367	0.0023435754701495	0.0298651196062564
7.9500547144562e-05	0.0064975335262715	0.0023375586606562	0.0297294836491346
8.843052637530491e-05	0.006832365412265	0.0023335325531661	0.0297164097428321
8.247442019637674e-05	0.0066267172805964	0.0023289571981877	0.0296320542693138
9.354194480692968e-05	0.0069793458096683	0.0023367281537503	0.0297814104706048
7.881398778408766e-05	0.0064719966612756	0.0023324568755924	0.029728403314948
0.0001060608192346	0.0073459367267787	0.0023473019246011	0.0300119146704673
6.667340494459495e-05	0.005862888880074	0.002331344410777	0.0298283919692039
0.0001081429581972	0.0072647454217076	0.0023421328514814	0.0299542937427759
7.070330320857465e-05	0.0060193482786417	0.0023299804888665	0.0297610089182853
8.631016680737957e-05	0.0067373174242675	0.0023266747593879	0.0297639556229114
7.64650758355856e-05	0.0062670190818607	0.0023229881189763	0.0297272056341171
7.518427446484566e-05	0.0062852255068719	0.0023226190824061	0.0297743789851665
7.447240932378918e-05	0.0062221093103289	0.002314337529242	0.0296006761491298
8.152545342454687e-05	0.006534325890243	0.0023165545426309	0.0296192709356546
7.239499973366037e-05	0.0061563281342387	0.0023177831899374	0.0296415761113166
7.938815542729571e-05	0.0064527303911745	0.002315345685929	0.0296401605010032
8.53181627462618e-05	0.0066375848837196	0.0023223748430609	0.02972405962646
7.100201037246734e-05	0.0060542495921254	0.0023322110064327	0.0298949591815471
6.719699740642682e-05	0.0058917505666613	0.0023207673802971	0.0295565538108348
8.035989594645798e-05	0.006409038323909	0.0023251248057931	0.0295103155076503
6.088624286348932e-05	0.005597723647952	0.0023010636214166	0.0291225053369998
7.285090396180749e-05	0.0061578974127769	0.0022413209080696	0.0287189949303865
6.360268889693543e-05	0.0056979111395776	0.0021562213078141	0.0281969495117664
6.059845327399671e-05	0.0055991532281041	0.0020826726686209	0.0278279818594455
4.833876300835982e-05	0.0050141671672463	0.0021020146086812	0.0277595780789852
5.721487104892731e-05	0.0055152317509055	0.0020941589027643	0.0278537329286336
3.5966157156508416e-05	0.0043334299698472	0.0019830483943223	0.0271742921322584
4.398677992867306e-05	0.0046451753005385	0.0018194343429058	0.0259221401065588
4.800004535354674e-05	0.0048826825805008	0.001691122772172	0.0249469019472599
2.870504977181554e-05	0.0037988449912518	0.0016008028760552	0.0243345387279987
3.223528619855642e-05	0.0040437192656099	0.0015518268337473	0.024066224694252
3.687179196276702e-05	0.004382284823805	0.0015232034493237	0.0238667819648981
4.603558772942051e-05	0.0046172742731869	0.0015148693928495	0.0237773247063159
3.38938734785188e-05	0.0040454743430018	0.0015213913284242	0.0239821337163448
2.6315192371839657e-05	0.0036490461789071	0.001508570392616	0.0237857177853584
3.404093149583787e-05	0.0041708163917064	0.0014935333747416	0.0235736202448606
2.842309550032951e-05	0.0037980212364345	0.0014855433255434	0.0234496518969535
3.033522079931572e-05	0.0039744032546877	0.0014776024036109	0.0234120823442935
3.2938238291535527e-05	0.004063431173563	0.0014572544023394	0.0232579596340656
2.6395628083264452e-05	0.0036808045115321	0.0014303133357316	0.0230157915502786
2.567127739894204e-05	0.0036358337383717	0.0013605187414214	0.0224549788981676
1.816440635593608e-05	0.0030829093884676	0.00121306697838	0.021230760961771
1.1015310519724151e-05	0.0023759088944643	0.0009892659727483	0.0191922560334205
8.054385034483857e-06	0.0020242996979504	0.0007321460288949	0.0165427029132843
1.5249712305376306e-05	0.0024492447264492	0.0004891455173492	0.0136796617880463
8.036364306462929e-06	0.0019479382317513	0.0003123763017356	0.0110734729096293
8.375314791919664e-06	0.001971788238734	0.0001925588003359	0.0087886080145835
9.65633080340922e-06	0.0022195971105247	0.000128783925902	0.0072807515971362
1.1060027645726224e-05	0.0023054014891386	9.206188406096771e-05	0.0062807565554976
6.906094313308131e-06	0.0018007161561399	7.268512854352593e-05	0.005645758472383
1.2603897630469874e-05	0.0020819252822548	6.029530050000176e-05	0.005183364264667
0.0014117881655693	0.0182230453938245	0.0213015154004097	0.1037074699997901
7.571197056677192e-05	0.0059564858675003	0.0792757421731948	0.1992330849170684
6.40436410321854e-05	0.0056215240620076	0.1035864427685737	0.2378999292850494
6.207610567798838e-05	0.0055393786169588	0.0940911024808883	0.2300629913806915
6.138622848084196e-05	0.0055225547403097	0.0711380690336227	0.2000626325607299
6.44767569610849e-05	0.0056881080381572	0.0473766215145587	0.162022203207016
6.077221769373864e-05	0.0055107921361923	0.029724957421422	0.1269848495721817
7.069041021168232e-05	0.0059406021609902	0.0175627134740352	0.0963580161333084
6.068555012461729e-05	0.0055159702897071	0.0103951878845691	0.0730589479207992
5.982330549159087e-05	0.0054848790168762	0.006664796732366	0.0572869591414928
6.43279854557477e-05	0.005734677426517	0.0045682778581976	0.0462973937392234
6.419642886612564e-05	0.0057037039659917	0.0034648161381483	0.039293460547924
5.988407428958453e-05	0.0055199665948748	0.0028623952530324	0.0347484350204467
6.207954720593989e-05	0.005634332075715	0.0025694330688565	0.0322441719472408
5.890349711989984e-05	0.0054794615134596	0.0024032904766499	0.0306127853691577
5.595042966888286e-05	0.0053256922401487	0.0023415302857756	0.0298210177570581
5.338984919944778e-05	0.0051767188124358	0.0022962365765124	0.029166791588068
4.966408960171975e-05	0.0049638664349913	0.0022302265278995	0.0285082533955574
4.075648757861927e-05	0.0044940020889043	0.0021900970023125	0.0281399711966514
3.656581247923896e-05	0.0042409426532685	0.0022191107273101	0.028509123250842
3.5608492908068e-05	0.0041911676526069	0.0021837493404746	0.028525810688734
3.723480040207505e-05	0.0043113701976835	0.0020821806974709	0.027988513931632
2.405598570476286e-05	0.0034399949945509	0.0021656407043337	0.029015788808465
1.9014187273569405e-05	0.0031120493076741	0.0023453622125089	0.0308014135807752
1.202308794745477e-05	0.0024838871322572	0.0023644533939659	0.0313257277011871
1.0941254913632292e-05	0.0023733684793114	0.0021693946328014	0.030186528339982
9.09404297999572e-06	0.0021878229454159	0.0018034797394648	0.0274207517504692
1.0824205673998222e-05	0.0023359290789812	0.0014158592093735	0.0240688901394605
7.579447355965385e-06	0.001987142721191	0.0010706624016165	0.0206771194934844
6.965840384509647e-06	0.0018943486502394	0.0007997103966772	0.0176892951130867
1.0393381671747193e-05	0.0022780913859605	0.0005786915426142	0.0150090735405683
4.6342393034137785e-06	0.0015584612265229	0.000426190032158	0.0128012234345078
8.03275361249689e-06	0.0019855974242091	0.0003185431705787	0.0110240904614329
5.79929701416404e-06	0.0017387595726177	0.0002426204446237	0.0096452962607145
6.7229689193482045e-06	0.0018135830760002	0.0001874497247627	0.0085249189287424
6.43917519482784e-06	0.0018140926258638	0.0001442379580112	0.0075869304127991
3.854644546663621e-06	0.0013988985447213	0.0001177758967969	0.0069651417434215
7.212669061118504e-06	0.0018547342624515	9.612410212866962e-05	0.0063055669888854
4.55474219052121e-06	0.0014840805670246	7.837638986529782e-05	0.0057680145837366
6.365667559293797e-06	0.0017694738926365	7.123513933038339e-05	0.0055497782304883
3.380251882845186e-06	0.0013170004822313	6.074230623198673e-05	0.0051595726981759
4.189941137155984e-06	0.0014127081958577	5.522818537428975e-05	0.0049601295031607
7.0657360993209295e-06	0.0017975490773096	4.911441646981984e-05	0.0046694544143974
2.957061951747164e-06	0.0012494521215558	4.622558117262088e-05	0.0045593483373522
3.0781141049374128e-06	0.0012427761685103	4.262397851562128e-05	0.004392793867737
3.6831336274190103e-06	0.0013602987164631	3.861832010443322e-05	0.0041845217347145
4.611778877006145e-06	0.0015420150011777	3.945062053389847e-05	0.0042426264844834
3.939227553928504e-06	0.0013591386377811	3.586786624509841e-05	0.0040401029400527
3.700350134749897e-06	0.001371925114654	3.2276187994284555e-05	0.0038527238648384
3.040504907403374e-06	0.0012333949562162	3.104080315097235e-05	0.0037834262475371
3.755671286853613e-06	0.0013045433443039	3.0311841328511943e-05	0.0037353464867919
3.921091774827801e-06	0.0013437501620501	2.8727892640745267e-05	0.0036307689733803
3.1803622277948307e-06	0.0012789589818567	2.800591573759448e-05	0.0035886701662093
2.4561709324189e-06	0.0011352718574926	2.704972212086432e-05	0.0035135354846715
2.513703975637327e-06	0.0011411709710955	2.594843681436032e-05	0.0034428015351295
3.0437718123721424e-06	0.0012379046529531	2.5064711735467423e-05	0.0033954698592424
2.73508885584306e-06	0.0011956439120694	2.458901144564152e-05	0.0033621431794017
1.6841798924360774e-06	0.0009414929663762	2.366942135267891e-05	0.0032861258368939
