train_mse	train_mae	val_mse	val_mae	rollout_mse	rollout_mae
19.361358642578125	2.8229081630706787	11.510729789733888	2.193404197692871	70.79135131835938	6.394840240478516
3.934321880340576	1.1083252429962158	1.3915656805038452	0.7085571885108948	31.573394775390625	4.022452831268311
0.8662904500961304	0.4145404100418091	0.1951165199279785	0.2358700931072235	13.31539249420166	2.181687355041504
0.2736798822879791	0.2621388137340545	0.1046454310417175	0.1833915263414383	11.864709854125977	1.983481168746948
0.1617579460144043	0.2221432030200958	0.0672297775745391	0.1510263234376907	12.63351058959961	1.8256938457489011
0.1160231232643127	0.1950725764036178	0.0472241789102554	0.1279168725013733	10.00078296661377	1.7385458946228027
0.0854732915759086	0.1702859848737716	0.0344669967889785	0.1107431575655937	9.490533828735352	1.672363042831421
0.0693984776735305	0.1613141894340515	0.0270807296037673	0.0991329699754715	9.252685546875	1.6380935907363892
0.0619720593094825	0.151825875043869	0.0223569422960281	0.0907874330878257	9.178789138793944	1.619551181793213
0.0636684671044349	0.1519705504179	0.0199675112962722	0.0852947980165481	9.071569442749023	1.5992801189422607
0.0461556427180767	0.1311322450637817	0.0170399155467748	0.0788596719503402	8.953214645385742	1.5825281143188477
0.0475767627358436	0.1311150640249252	0.0150997098535299	0.0743952393531799	8.733019828796387	1.560377836227417
0.0599422864615917	0.1375160813331604	0.0139502566307783	0.0723501294851303	8.4153413772583	1.5364855527877808
0.0352483391761779	0.1119995266199112	0.0120014771819114	0.0672108307480812	8.595182418823242	1.5592161417007446
0.0701585114002227	0.1481655091047287	0.0123221613466739	0.0687125846743583	8.502044677734375	1.5649263858795166
0.0379774905741214	0.1111531183123588	0.0102499900385737	0.0628661438822746	8.450169563293457	1.5523277521133425
0.0544260069727897	0.1280008405447006	0.0096678230911493	0.0610918179154396	8.356324195861816	1.5352485179901123
0.04420767724514	0.1182153224945068	0.0086576547473669	0.0581944696605205	8.141450881958008	1.5038120746612549
0.0386406108736991	0.1083676591515541	0.0078528085723519	0.0557329356670379	7.916968822479248	1.4684734344482422
0.0625696331262588	0.1289803236722946	0.0081971446052193	0.0565936453640461	8.119768142700195	1.4781115055084229
0.0573491156101226	0.123747281730175	0.0085783852264285	0.0580569058656692	8.436140060424805	1.499218463897705
0.0205493569374084	0.0821136161684989	0.0067180944606661	0.0517098121345043	7.197445869445801	1.349623203277588
0.0235421918332576	0.0865819901227951	0.0058710076846182	0.0481587126851081	6.406982421875	1.2318851947784424
0.0342572033405303	0.1006640344858169	0.0056286049075424	0.0466729141771793	6.066819190979004	1.1772853136062622
0.0324975922703743	0.0930449217557907	0.0056143295951187	0.0466883480548858	5.76676082611084	1.1418602466583252
0.0649159401655197	0.1196856722235679	0.0094161368906497	0.0590461567044258	8.589794158935547	1.5339138507843018
0.013597841374576	0.0666566044092178	0.0067877476103603	0.0514780990779399	7.352471351623535	1.3666768074035645
0.0306968595832586	0.0918014049530029	0.0052914880216121	0.0451125539839267	5.764891624450684	1.1340432167053225
0.0263328850269317	0.0857522338628768	0.0042422488331794	0.0400123298168182	4.890395641326904	0.9969418048858644
0.0132206659764051	0.0622395277023315	0.0026256386190652	0.0315403565764427	3.6982147693634033	0.781288743019104
0.0187232960015535	0.0692557469010353	0.0019681749399751	0.0271658468991518	3.1428158283233643	0.6723299026489258
0.0300401356071233	0.0812901854515075	0.0020964508876204	0.027692399919033	3.404852867126465	0.7252380847930908
0.0170295592397451	0.0656866058707237	0.001627879217267	0.024447988718748	2.7834954261779785	0.6161273121833801
0.0334187000989913	0.0896111205220222	0.0021581009496003	0.027991198003292	3.463404893875122	0.7689799070358276
0.0227080844342708	0.0636420249938964	0.0025509765837341	0.0293807797133922	3.480006694793701	0.781836211681366
0.0190579369664192	0.0629621297121048	0.0020349188707768	0.0260231979191303	2.8640379905700684	0.6583939790725708
0.0158310085535049	0.0632070824503898	0.0016050757840275	0.0240055192261934	2.566649436950684	0.6023383140563965
0.0249087586998939	0.0788764059543609	0.0016003327909857	0.0238233730196952	2.7324883937835693	0.632675051689148
0.0094801466912031	0.0507810674607753	0.0012490327935665	0.0215430483222007	2.31650185585022	0.5598629117012024
0.0120900208130478	0.0587304644286632	0.0010231714695692	0.0195067413151264	1.951955318450928	0.4835009574890136
0.0295445434749126	0.0800688043236732	0.0010978423524647	0.0196402631700038	2.10072922706604	0.4963003396987915
0.0085496772080659	0.0479993373155593	0.0010878106113523	0.0199757125228643	1.829805970191956	0.4591869115829468
0.0106952842324972	0.0534612610936164	0.0008748036343604	0.0179391875863075	1.6133370399475098	0.4153161644935608
0.0194209218025207	0.0671117678284645	0.0009503507753834	0.0185945034027099	1.7517420053482056	0.4503967761993408
0.0085096331313252	0.0455583035945892	0.0007664292352274	0.0169363934546709	1.442518949508667	0.3969303071498871
0.0268117114901542	0.0588457360863685	0.0015716346679255	0.023086791858077	2.006592273712158	0.4986838400363922
0.006284144707024	0.040336288511753	0.0010649424511939	0.0191740095615386	1.5318207740783691	0.4014200270175934
0.0099915470927953	0.0535024404525756	0.0008012845646589	0.0168938469141721	1.35807204246521	0.3631098568439483
0.0165233518928289	0.0655759423971176	0.000789965968579	0.0167768262326717	1.3941105604171753	0.3722541332244873
0.0103026740252971	0.0492701008915901	0.000710834050551	0.015894191339612	1.3241677284240725	0.3586729168891907
0.010899101383984	0.0501188337802886	0.0006613159785047	0.0153308678418397	1.2687993049621582	0.3431682586669922
0.0079211089760065	0.0447707287967205	0.0005791661096736	0.0145419742912054	1.1836791038513184	0.3297049403190613
0.0207726005464792	0.0657012462615966	0.0009031003573909	0.0174211785197258	1.5211844444274902	0.3908865451812744
0.012573642656207	0.051671702414751	0.0008516397210769	0.0172543413937091	1.492927074432373	0.3995570540428161
0.0060254130512475	0.0395014360547065	0.0006364438449963	0.0151721574366092	1.2199289798736572	0.3434004187583923
0.0130528258159756	0.0588428601622581	0.0005774717428721	0.0142548792064189	1.135890007019043	0.3184811174869537
0.0029207018669694	0.0302737988531589	0.0004884560476057	0.0133700612932443	0.9621005058288574	0.2924271821975708
0.0159778632223606	0.059219729155302	0.0005165885086171	0.0134866591542959	0.9901123642921448	0.2947965562343597
0.0090746683999896	0.047047596424818	0.0005050808540545	0.0135889276862144	1.088611364364624	0.3226234912872314
0.0110026281327009	0.0514388531446456	0.0005143235321156	0.0136402212083339	1.123129963874817	0.3280821740627289
0.005478817038238	0.0373390987515449	0.0004497993504628	0.0127964420244097	0.9494363069534302	0.2859165072441101
0.0043831546790897	0.0339134596288204	0.00038174376823	0.0117670875042676	0.7805648446083069	0.2437904924154281
0.011918555945158	0.0540742166340351	0.0003820166457444	0.0115873012691736	0.8068265318870544	0.2476876378059387
0.0133581096306443	0.0540458932518959	0.0004638631653506	0.0126400114968419	0.9326406717300416	0.2810324430465698
0.0059721861034631	0.0392276644706726	0.0004221604613121	0.0121626816689968	0.8590012788772583	0.2645597755908966
0.0083568478003144	0.0409275144338607	0.0003972155682276	0.0118651436641812	0.8100457191467285	0.2550928592681885
0.0055028786882758	0.0376020334661006	0.000357271375833	0.0113494032993912	0.7106708884239197	0.2314261943101883
0.0069092139601707	0.0402699895203113	0.0003419088025111	0.0110609754920005	0.6663792133331299	0.22096548974514
0.0223314110189676	0.0644797086715698	0.0003966527874581	0.0113966148346662	0.7739225625991821	0.2340989708900451
0.0036353450268507	0.0298181232064962	0.0004636639205273	0.0123555194586515	0.768430769443512	0.2447995543479919
0.0017839932115748	0.0219488888978958	0.0003799604601226	0.0114903058856725	0.6506538391113281	0.2253463566303253
0.0085891047492623	0.0455916300415992	0.0003452855162322	0.0108876172453165	0.6265192031860352	0.208836555480957
0.0019260799745097	0.0239667147397995	0.0002920700644608	0.0101932873949408	0.5323479771614075	0.1881111413240432
0.0072453492321074	0.0427889376878738	0.0002870292519219	0.0099994139745831	0.5390749573707581	0.1886691898107528
0.0084778759628534	0.0411748066544532	0.0003073021944146	0.0103125078603625	0.5844378471374512	0.2048124074935913
0.0049765035510063	0.0336998179554939	0.0002796910412143	0.0099117737263441	0.5491471886634827	0.1939984560012817
0.0050547672435641	0.0360650867223739	0.0002640846651047	0.009640616364777	0.5274733304977417	0.1887957751750946
0.00457304995507	0.0331772565841674	0.0002419023076072	0.0092257848009467	0.4869186282157898	0.175647959113121
0.0069598364643752	0.0393387675285339	0.0002582507731858	0.0094903912395238	0.5765542984008789	0.1947016268968582
0.0032029645517468	0.0298611931502819	0.0002317597391083	0.009058142080903	0.4997605085372925	0.1767415702342987
0.0034164742100983	0.0314395502209663	0.0002099592238664	0.0087010394781827	0.4636404514312744	0.1684261858463287
0.009508560411632	0.0452724806964397	0.0002324148081243	0.0091618373990058	0.4882339239120483	0.1708922088146209
0.0042342608794569	0.0319116935133934	0.0002247043594252	0.0090163312852382	0.4511487782001495	0.1654965132474899
0.0051328223198652	0.0345448032021522	0.0002182810276281	0.0087976669892668	0.4420017898082733	0.1623183935880661
0.0025641876272857	0.0248987730592489	0.0001953915052581	0.0084040379151701	0.4047831892967224	0.1543697416782379
0.0075178630650043	0.0425017476081848	0.0002002074179472	0.008389251306653	0.4100615084171295	0.1549425423145294
0.0067699421197175	0.0381036326289176	0.0002104412560584	0.0085585676133632	0.4352104663848877	0.1606347113847732
0.0018726638518273	0.0225664470344781	0.0001952406164491	0.0082856277003884	0.392361968755722	0.1518486142158508
0.0045057884417474	0.0323719605803489	0.0001838048774516	0.0081030204892158	0.3949019014835357	0.1510587036609649
0.0059917466714978	0.0381122082471847	0.0001841325283749	0.0081004258245229	0.4024083614349365	0.1526690125465393
0.0025850594975054	0.0264059659093618	0.0001821778714656	0.0080539304763078	0.389181524515152	0.1519772857427597
0.0023361188359558	0.0238616950809955	0.0001676900865277	0.0077714594081044	0.3732448816299438	0.1462887078523636
0.007412162143737	0.0422103814780712	0.000177579029696	0.0078709814697504	0.409816563129425	0.1536659300327301
0.0024199241306632	0.0246273502707481	0.0001722793967928	0.007770821917802	0.3853200674057007	0.1473125517368316
0.003779265563935	0.030696514993906	0.0001621746341697	0.0075798435136675	0.382260113954544	0.1458040475845337
0.0031536817550659	0.0267796143889427	0.0001540345838293	0.0074112694710493	0.3607507050037384	0.1407781839370727
0.0031588149722665	0.028869979083538	0.0001489099231548	0.0073188291862607	0.3405693769454956	0.1373104006052017
0.0043252101168036	0.0329080373048782	0.0001507556444266	0.007308421190828	0.35147225856781	0.1387764513492584
0.0039205462671816	0.0292038023471832	0.0001519895304227	0.0073234811425209	0.3451199531555176	0.1395649760961532
0.0025317161343991	0.0232487618923187	0.0001412136043654	0.0070682624354958	0.3199985325336456	0.130837470293045
0.0075051337480545	0.0384812988340854	0.0001570201711729	0.0073422268033027	0.3686990141868591	0.140706181526184
0.0010678635444492	0.0168730951845645	0.0001436700986232	0.007116780616343	0.3363183736801147	0.1340620368719101
0.0019471731502562	0.0229679383337497	0.0001339746086159	0.0068765254691243	0.2914332747459411	0.1240120902657508
0.001992090139538	0.0230067074298858	0.0001260426070075	0.0067025828175246	0.2918626070022583	0.1236748099327087
0.0033016335219144	0.0284028742462396	0.0001223846484208	0.0065892697311937	0.290239006280899	0.1221826672554016
0.0061732400208711	0.0371045395731925	0.0001453615404898	0.0069409613497555	0.3315553367137909	0.1309605091810226
0.0033594164997339	0.0250248052179813	0.0001398251915816	0.0068924529477953	0.3360066711902618	0.1344223320484161
0.002149926032871	0.0200560614466667	0.0001300426811212	0.0067086541093885	0.3038064241409302	0.1271178424358368
0.0014235604321584	0.0192848015576601	0.0001181790212285	0.006450820248574	0.2795405983924866	0.1199420019984245
0.0022240104153752	0.0242526866495609	0.000113095054985	0.006341615691781	0.268450379371643	0.1165769323706626
0.0057320264168083	0.0364638715982437	0.0001230521156685	0.0064645176753401	0.28342005610466	0.1211200803518295
0.002735731890425	0.0218552686274051	0.000121804565424	0.0064713316969573	0.2836979627609253	0.1204563900828361
0.0008261668845079	0.014925149269402	0.0001108409051084	0.0062612504698336	0.257665753364563	0.1141124293208122
0.002786764409393	0.0260574407875537	0.0001096051855711	0.0061764298006892	0.249989628791809	0.1120324060320854
